,relationship,hematokrit,alp,indicator,etytr,hbver,weight,er-cv,leukocyty,hemoglobin,erytrocyty,trombocyty,smoker,alt,ssn,ast,residence,name,company,birthdate,sex,blood_group,address,race
6348,nop,6.29336,53.05992,1.0,6.5383,5.63836,49.16606,40.31201,9.10638,4.8296,7.80262,6.89152,N,4.71446,186-66-5012,63.11518,"314 Jessica Curve
Loveberg, AL 46681",Tiffany Day,"Walsh, Green and Morales",02/24/1966,F,A-,"USS Gibson
FPO AP 76118",White
6349,divorced,5.23565,77.89857,1.0,4.27862,6.97223,2.40875,56.52413,9.21039,7.07605,7.80783,6.12924,Y,4.30051,186-66-5012,58.86635,"314 Jessica Curve
Loveberg, AL 46681",Tiffany Day,"Walsh, Green and Morales",02/24/1966,F,A-,"USS Gibson
FPO AP 76118",White
6350,single,8.09707,88.13925,0.0,5.67719,5.83362,51.06812,32.21474,4.43494,6.0209,6.22732,4.96087,Y,2.86778,586-04-2913,74.14666,"4101 Morris Island Suite 137
East Ericamouth, ND 97381",Paul Phelps,"Rodriguez, Evans and Morgan",12/27/1969,M,AB-,"0260 Hamilton Mount
East Davidmouth, WI 84039",White
6351,single,6.39335,22.89215,1.0,4.34916,6.53962,33.65568,26.77431,4.77299,2.45392,8.23699,6.76684,Y,5.87839,586-04-2913,71.7692,"4101 Morris Island Suite 137
East Ericamouth, ND 97381",Paul Phelps,"Rodriguez, Evans and Morgan",12/27/1969,M,AB-,"0260 Hamilton Mount
East Davidmouth, WI 84039",White
6352,single,5.05202,88.82595,1.0,4.24793,5.66914,59.0278,80.82408,6.98252,6.22451,7.70851,6.43457,Y,4.45692,586-04-2913,81.17631,"4101 Morris Island Suite 137
East Ericamouth, ND 97381",Paul Phelps,"Rodriguez, Evans and Morgan",12/27/1969,M,AB-,"0260 Hamilton Mount
East Davidmouth, WI 84039",White
6353,single,7.16626,89.11847,1.0,5.56093,6.81392,94.19148,43.42647,5.24645,6.43235,7.9623,6.19582,N,5.6325,586-04-2913,62.85219,"4101 Morris Island Suite 137
East Ericamouth, ND 97381",Paul Phelps,"Rodriguez, Evans and Morgan",12/27/1969,M,AB-,"0260 Hamilton Mount
East Davidmouth, WI 84039",White
6354,nop,6.66778,78.34906,1.0,4.42787,6.68048,86.66001,51.55995,4.94649,6.58483,7.95512,4.44285,Y,5.06334,154-12-3335,72.01982,"4293 Jones Spur
Jacobview, WI 17608",Brady Allen,Tate Group,07/19/1961,M,AB-,"821 Gonzales Inlet
Lancebury, GA 92173",White
6355,single,7.75508,84.61018,1.0,3.29994,5.62937,21.86186,49.40896,6.89788,6.04182,6.4067,4.8337,N,2.68549,154-12-3335,67.35583,"4293 Jones Spur
Jacobview, WI 17608",Brady Allen,Tate Group,07/19/1961,M,AB-,"821 Gonzales Inlet
Lancebury, GA 92173",White
6356,widowed,4.54035,35.10261,0.0,5.39845,6.2784,71.9006,34.96935,3.81494,4.3223,5.04811,5.8177,N,1.65086,154-12-3335,75.2646,"4293 Jones Spur
Jacobview, WI 17608",Brady Allen,Tate Group,07/19/1961,M,AB-,"821 Gonzales Inlet
Lancebury, GA 92173",White
6357,single,8.63043,67.32838,1.0,7.53379,6.36802,59.85901,68.03477,4.59276,5.36868,8.12967,5.17431,N,4.76343,154-12-3335,55.77189,"4293 Jones Spur
Jacobview, WI 17608",Brady Allen,Tate Group,07/19/1961,M,AB-,"821 Gonzales Inlet
Lancebury, GA 92173",White
6358,divorced,5.24279,85.66968,0.0,4.33924,5.20834,70.06933,75.68556,5.40795,6.01973,4.33571,4.5819,N,2.55388,056-15-9727,55.28383,"781 Mann Centers
Garyshire, RI 80543",Heather Harding,Romero Inc,12/21/1993,F,AB+,"19009 Jones Summit Apt. 719
Hernandezside, AL 38993",White
6359,separated,8.91823,67.84888,1.0,6.41334,5.36584,54.72787,29.47475,3.56872,5.56024,7.79933,5.7967,Y,3.51071,056-15-9727,72.61017,"781 Mann Centers
Garyshire, RI 80543",Heather Harding,Romero Inc,12/21/1993,F,AB+,"19009 Jones Summit Apt. 719
Hernandezside, AL 38993",White
6360,widowed,6.36867,76.50825,1.0,3.62668,7.36573,117.20322,42.18818,8.71662,5.42055,7.10283,5.51545,N,3.21878,056-15-9727,49.09016,"781 Mann Centers
Garyshire, RI 80543",Heather Harding,Romero Inc,12/21/1993,F,AB+,"19009 Jones Summit Apt. 719
Hernandezside, AL 38993",White
6361,single,9.18613,75.30926,1.0,6.65502,6.47042,98.25307,53.65922,4.52787,5.34407,5.30184,7.07693,N,1.80438,197-31-4405,72.52852,"9264 Shannon Rest Suite 026
Lake Michael, IL 31013",Brittany Reese,Smith-Anderson,03/30/1954,F,O-,"3473 Bruce Fields
Obrienview, CT 29269",Black
6362,divorced,9.76546,84.995,1.0,5.34147,5.79789,109.7419,50.48156,2.49683,5.75226,5.8247,6.46139,Y,2.2662,197-31-4405,91.38468,"9264 Shannon Rest Suite 026
Lake Michael, IL 31013",Brittany Reese,Smith-Anderson,03/30/1954,F,O-,"3473 Bruce Fields
Obrienview, CT 29269",Black
6363,divorced,6.13021,87.23047,0.0,3.76948,8.02603,94.1763,68.0832,4.87737,6.14529,6.0711,5.10548,N,2.81013,197-31-4405,51.75991,"9264 Shannon Rest Suite 026
Lake Michael, IL 31013",Brittany Reese,Smith-Anderson,03/30/1954,F,O-,"3473 Bruce Fields
Obrienview, CT 29269",Black
6364,nop,6.89695,86.36149,1.0,5.74225,5.09536,14.27499,34.6576,6.53922,6.36029,7.79363,5.14374,Y,4.12687,197-31-4405,60.8029,"9264 Shannon Rest Suite 026
Lake Michael, IL 31013",Brittany Reese,Smith-Anderson,03/30/1954,F,O-,"3473 Bruce Fields
Obrienview, CT 29269",Black
6365,married,8.35309,85.11212,1.0,2.71985,6.53623,132.2455,61.02388,6.11298,6.81144,5.474,6.61661,N,1.93045,798-43-7418,62.92279,"631 Sierra Trace Apt. 025
Karenfort, LA 05637",Tina Collins,George Group,10/27/1919,F,B+,"3294 Ward Inlet
East Jodifurt, PA 27018",Hawaiian
6366,widowed,6.47582,77.4191,1.0,4.4398,7.23714,38.84045,23.66012,5.35081,5.69706,7.9593,6.59431,Y,5.39115,798-43-7418,74.87528,"631 Sierra Trace Apt. 025
Karenfort, LA 05637",Tina Collins,George Group,10/27/1919,F,B+,"3294 Ward Inlet
East Jodifurt, PA 27018",Hawaiian
6367,divorced,5.8492,81.89901,1.0,6.97502,7.96061,98.94315,26.8037,7.61053,6.33237,8.99788,5.72497,Y,11.60803,798-43-7418,49.43743,"631 Sierra Trace Apt. 025
Karenfort, LA 05637",Tina Collins,George Group,10/27/1919,F,B+,"3294 Ward Inlet
East Jodifurt, PA 27018",Hawaiian
6368,married,7.30464,77.59532,1.0,5.16026,6.7649,105.00383,44.13143,7.2589,6.88467,7.42049,6.49584,Y,2.45882,274-72-3239,57.11523,"974 Pierce Mill
West Maria, PA 25163",Shawn Henderson,Brooks-Sutton,05/28/1925,M,B-,"USCGC Hamilton
FPO AA 50401",White
6369,married,4.06311,86.29734,0.0,5.25522,5.32084,183.48396,46.20263,4.73611,6.67824,7.5836,6.15349,N,3.60289,274-72-3239,79.46448,"974 Pierce Mill
West Maria, PA 25163",Shawn Henderson,Brooks-Sutton,05/28/1925,M,B-,"USCGC Hamilton
FPO AA 50401",White
6370,nop,3.49496,59.38526,0.0,5.19695,6.31126,126.07166,46.09179,3.33537,7.41258,5.19948,5.79666,N,2.96374,274-72-3239,63.39737,"974 Pierce Mill
West Maria, PA 25163",Shawn Henderson,Brooks-Sutton,05/28/1925,M,B-,"USCGC Hamilton
FPO AA 50401",White
6371,single,5.70068,85.59974,1.0,7.68931,7.12318,101.99787,50.02075,8.78544,5.87447,8.912,4.80733,N,10.35498,690-35-5492,63.59562,"1215 Cohen Forges Suite 202
Lyonschester, NV 55691",Caroline Sharp,"Gutierrez, Harper and Gomez",03/08/1959,F,O+,"90497 Samuel Meadows Suite 100
South Dannytown, CA 59588",Black
6372,widowed,5.465,80.96942,1.0,2.68092,6.16792,48.70845,26.98035,5.04492,5.84456,7.3599,6.50985,N,3.99176,690-35-5492,63.52582,"1215 Cohen Forges Suite 202
Lyonschester, NV 55691",Caroline Sharp,"Gutierrez, Harper and Gomez",03/08/1959,F,O+,"90497 Samuel Meadows Suite 100
South Dannytown, CA 59588",Black
6373,nop,5.00227,12.78565,0.0,6.24679,4.98047,89.79349,48.22035,3.55765,8.86544,5.63555,6.00787,N,1.49459,690-35-5492,58.25488,"1215 Cohen Forges Suite 202
Lyonschester, NV 55691",Caroline Sharp,"Gutierrez, Harper and Gomez",03/08/1959,F,O+,"90497 Samuel Meadows Suite 100
South Dannytown, CA 59588",Black
6374,divorced,5.87325,41.42794,1.0,3.53835,4.22963,94.20562,38.86156,8.15952,4.50318,7.43405,6.59644,Y,4.01673,098-64-0411,81.05848,"2003 Roberts Plain
Michelleborough, AR 41211",Gregory Sanchez,Clark-Lee,10/14/1925,M,AB-,"48144 Kathryn Ford
West Christina, NY 43613",Black
6375,separated,6.85591,50.44227,1.0,5.1638,4.35811,77.59808,44.52069,6.67436,4.78308,7.56677,5.00727,Y,3.87477,098-64-0411,65.67447,"2003 Roberts Plain
Michelleborough, AR 41211",Gregory Sanchez,Clark-Lee,10/14/1925,M,AB-,"48144 Kathryn Ford
West Christina, NY 43613",Black
6376,separated,8.25756,59.21814,1.0,7.19175,6.1537,52.57275,49.63692,5.51109,7.4419,6.38379,4.61532,Y,2.32937,098-64-0411,75.31016,"2003 Roberts Plain
Michelleborough, AR 41211",Gregory Sanchez,Clark-Lee,10/14/1925,M,AB-,"48144 Kathryn Ford
West Christina, NY 43613",Black
6377,married,5.46209,49.74703,0.0,4.37507,6.85173,54.98073,54.96988,4.6482,4.76728,7.14685,7.14725,N,2.73141,304-07-2271,56.12799,"598 Simmons Hills
North Clairefurt, SD 49579",Anthony Williams,Phillips-Wright,05/28/1922,M,A-,"40848 Patricia Throughway Suite 618
Annastad, WV 54925",White
6378,divorced,3.19297,70.82768,0.0,5.87849,6.09282,38.52603,39.8056,5.02253,7.01258,8.13721,6.22612,Y,6.17765,304-07-2271,63.11436,"598 Simmons Hills
North Clairefurt, SD 49579",Anthony Williams,Phillips-Wright,05/28/1922,M,A-,"40848 Patricia Throughway Suite 618
Annastad, WV 54925",White
6379,single,3.86642,88.99213,1.0,6.39971,6.07172,58.24888,49.97962,5.96725,6.6056,6.06066,6.57243,N,2.54891,304-07-2271,57.26235,"598 Simmons Hills
North Clairefurt, SD 49579",Anthony Williams,Phillips-Wright,05/28/1922,M,A-,"40848 Patricia Throughway Suite 618
Annastad, WV 54925",White
6380,married,7.12777,50.20828,1.0,5.24668,5.6985,40.83304,34.15519,5.15721,7.83985,7.98691,4.50709,Y,5.88839,759-80-0705,55.49188,"389 Joshua Hill Apt. 260
Walterfurt, TX 67266",Maria Hill,Lowe Inc,11/13/1943,F,A-,"98457 Lee Road
East Yvonneport, CT 45619",White
6381,married,5.3759,79.89318,1.0,2.64159,7.33181,53.00869,36.04346,5.06864,6.07422,8.20149,7.32502,N,5.74856,759-80-0705,62.80931,"389 Joshua Hill Apt. 260
Walterfurt, TX 67266",Maria Hill,Lowe Inc,11/13/1943,F,A-,"98457 Lee Road
East Yvonneport, CT 45619",White
6382,separated,9.36272,82.43978,1.0,3.09577,5.03749,45.20489,41.11196,6.1319,5.94318,4.84498,5.11235,N,1.59021,759-80-0705,56.98314,"389 Joshua Hill Apt. 260
Walterfurt, TX 67266",Maria Hill,Lowe Inc,11/13/1943,F,A-,"98457 Lee Road
East Yvonneport, CT 45619",White
6383,divorced,3.36653,74.73019,0.0,5.16795,6.48656,-13.77375,34.85371,5.42992,7.17987,6.65614,4.4237,N,2.2384,701-36-2337,59.2854,"27474 Carter Cliffs Apt. 227
Port Robertstad, MA 35235",Melissa Harris,Walker-Armstrong,12/06/1979,F,B+,"56884 Caldwell Springs
Brownhaven, SD 34711",Black
6384,married,4.35231,75.81611,0.0,5.1598,5.54839,12.9747,52.22503,6.31034,7.0476,5.30136,8.27012,Y,2.80919,701-36-2337,79.68942,"27474 Carter Cliffs Apt. 227
Port Robertstad, MA 35235",Melissa Harris,Walker-Armstrong,12/06/1979,F,B+,"56884 Caldwell Springs
Brownhaven, SD 34711",Black
6385,separated,8.04892,90.50247,1.0,6.59801,5.72558,65.5925,63.34921,5.101,5.88186,7.3704,3.81658,N,3.80982,653-12-0423,62.60626,"40182 Lambert Plains
Lake Katherine, DE 46351",Mary Ferguson,Hall-Martinez,10/04/1980,F,O-,"322 Christopher Land
East Kimberlyfort, TN 35399",Black
6386,married,7.27236,90.60781,1.0,4.62705,6.20561,134.64889,27.79742,4.55543,6.15957,7.49846,6.08322,N,2.59224,653-12-0423,54.05607,"40182 Lambert Plains
Lake Katherine, DE 46351",Mary Ferguson,Hall-Martinez,10/04/1980,F,O-,"322 Christopher Land
East Kimberlyfort, TN 35399",Black
6387,divorced,5.44247,84.93433,0.0,4.34195,6.64311,55.80594,41.9403,4.7358,5.91298,6.89016,5.29431,Y,3.80952,653-12-0423,58.54814,"40182 Lambert Plains
Lake Katherine, DE 46351",Mary Ferguson,Hall-Martinez,10/04/1980,F,O-,"322 Christopher Land
East Kimberlyfort, TN 35399",Black
6388,married,8.36603,67.20384,1.0,3.58655,8.18451,26.24393,55.91193,2.48215,7.13481,7.42813,7.55582,N,3.42478,303-83-7338,74.17446,"21550 Miller Knolls
West Brittanyhaven, KS 59616",Mark Weber,Dunn-Kelley,12/11/1947,M,A-,"81122 Sara Viaduct Apt. 239
Feliciahaven, VT 45273",Black
6389,divorced,5.64587,59.63356,1.0,3.5152,6.19964,26.27916,46.21453,5.15542,5.09738,8.23349,3.61531,Y,5.37111,303-83-7338,61.48004,"21550 Miller Knolls
West Brittanyhaven, KS 59616",Mark Weber,Dunn-Kelley,12/11/1947,M,A-,"81122 Sara Viaduct Apt. 239
Feliciahaven, VT 45273",Black
6390,single,3.6563,91.04701,0.0,5.72429,7.23819,46.71846,48.05577,4.74161,6.25152,8.38038,6.99161,N,6.16558,303-83-7338,65.16986,"21550 Miller Knolls
West Brittanyhaven, KS 59616",Mark Weber,Dunn-Kelley,12/11/1947,M,A-,"81122 Sara Viaduct Apt. 239
Feliciahaven, VT 45273",Black
6391,divorced,6.35223,81.019,1.0,6.55906,4.47783,104.17003,57.25874,6.91785,6.81167,7.67634,6.23244,Y,4.54503,423-79-0452,67.58886,"274 Jason Row
South Brianhaven, OR 35983",Jesse Novak,"Gould, Oneill and Newman",02/12/1980,M,AB-,"112 Phillips Points Suite 538
North Joseph, SD 56707",White
6392,single,6.95647,85.78925,1.0,5.65495,7.48387,20.89517,38.62175,5.3392,6.10455,8.41138,6.23721,N,6.46757,423-79-0452,44.00489,"274 Jason Row
South Brianhaven, OR 35983",Jesse Novak,"Gould, Oneill and Newman",02/12/1980,M,AB-,"112 Phillips Points Suite 538
North Joseph, SD 56707",White
6393,separated,5.33944,86.34152,1.0,5.9887,7.18715,88.10748,48.25029,6.69264,6.62373,9.07367,5.39956,N,10.69043,423-79-0452,74.22536,"274 Jason Row
South Brianhaven, OR 35983",Jesse Novak,"Gould, Oneill and Newman",02/12/1980,M,AB-,"112 Phillips Points Suite 538
North Joseph, SD 56707",White
6394,widowed,4.69684,74.3211,0.0,5.09896,5.56046,84.25741,66.71291,5.21357,5.24149,5.0078,3.99286,Y,2.62012,184-08-0148,61.19406,"15918 Roy Place
Port Karen, NY 61881",Brenda Wilson,"Moore, Brown and Warren",12/30/1925,F,A+,"1821 Kyle Pines Apt. 472
Clintonland, FL 59172",White
6395,nop,6.08728,86.17962,1.0,6.66289,5.62942,104.04649,42.6592,4.29566,6.60728,9.23055,6.71289,Y,13.15956,184-08-0148,55.38296,"15918 Roy Place
Port Karen, NY 61881",Brenda Wilson,"Moore, Brown and Warren",12/30/1925,F,A+,"1821 Kyle Pines Apt. 472
Clintonland, FL 59172",White
6396,widowed,6.56387,70.62269,1.0,4.55602,5.48188,87.93284,41.89703,7.07413,5.38852,7.79062,6.58787,Y,4.37958,184-08-0148,51.49385,"15918 Roy Place
Port Karen, NY 61881",Brenda Wilson,"Moore, Brown and Warren",12/30/1925,F,A+,"1821 Kyle Pines Apt. 472
Clintonland, FL 59172",White
6397,single,4.21451,76.05986,0.0,4.51242,7.54828,113.59513,27.33981,3.65813,7.03524,4.73875,5.28119,Y,1.66942,184-08-0148,69.02694,"15918 Roy Place
Port Karen, NY 61881",Brenda Wilson,"Moore, Brown and Warren",12/30/1925,F,A+,"1821 Kyle Pines Apt. 472
Clintonland, FL 59172",White
6398,married,8.17345,56.97348,1.0,4.92652,7.71614,121.65459,36.06746,3.51533,4.96117,6.17385,7.2677,Y,2.12209,295-47-8220,74.95614,"96997 Scott Canyon
Johnfort, KY 65923",Lynn Clarke,Johnson-Turner,07/05/1945,F,B-,"70722 Joshua Hill Suite 808
East Dianaport, CA 43943",Black
6399,married,9.09251,53.41316,1.0,6.00685,6.23889,117.69839,60.77611,3.51687,4.57787,7.73035,4.72817,Y,3.75754,295-47-8220,65.79684,"96997 Scott Canyon
Johnfort, KY 65923",Lynn Clarke,Johnson-Turner,07/05/1945,F,B-,"70722 Joshua Hill Suite 808
East Dianaport, CA 43943",Black
6400,married,5.73,78.87339,0.0,4.849,4.93578,63.17053,42.8115,4.587,6.70404,4.64236,7.22074,N,2.2,295-47-8220,61.17684,"96997 Scott Canyon
Johnfort, KY 65923",Lynn Clarke,Johnson-Turner,07/05/1945,F,B-,"70722 Joshua Hill Suite 808
East Dianaport, CA 43943",Black
6401,married,8.03199,87.65945,0.0,4.5253,3.81164,93.94373,57.08836,9.38342,6.71138,5.85084,5.4751,Y,2.61505,481-64-5363,70.81707,"85412 Schaefer Cliff Suite 944
New Scotthaven, AZ 98387",Jesus Dennis,"Jordan, Johns and Cox",09/05/1925,M,A+,"128 Joseph Crossroad
East Guy, MI 15886",White
6402,widowed,7.68149,79.23074,1.0,3.24278,4.20207,59.77696,46.11958,6.88612,6.32093,6.21927,4.7152,N,1.82714,481-64-5363,66.9028,"85412 Schaefer Cliff Suite 944
New Scotthaven, AZ 98387",Jesus Dennis,"Jordan, Johns and Cox",09/05/1925,M,A+,"128 Joseph Crossroad
East Guy, MI 15886",White
6403,single,5.58764,84.88951,0.0,4.12355,6.32917,19.00874,51.61392,5.10058,6.58213,4.3007,5.38523,Y,1.63534,481-64-5363,73.01239,"85412 Schaefer Cliff Suite 944
New Scotthaven, AZ 98387",Jesus Dennis,"Jordan, Johns and Cox",09/05/1925,M,A+,"128 Joseph Crossroad
East Guy, MI 15886",White
6404,divorced,3.4579,61.59771,0.0,6.42494,5.50019,111.32003,72.55359,2.10994,5.13368,5.70302,6.64086,N,2.52621,481-64-5363,72.00271,"85412 Schaefer Cliff Suite 944
New Scotthaven, AZ 98387",Jesus Dennis,"Jordan, Johns and Cox",09/05/1925,M,A+,"128 Joseph Crossroad
East Guy, MI 15886",White
6405,married,6.26712,67.69025,1.0,3.45205,7.52589,72.50104,46.49111,5.0381,7.16679,6.6459,5.74508,Y,2.75416,135-04-1605,75.37089,"25426 Perry Road
Millsside, FL 91658",Kristina Neal,Campbell-Estrada,11/27/1931,F,A-,"586 Cassidy Forks
Douglasshire, MD 25419",Black
6406,married,5.08885,89.09837,1.0,4.53131,4.8064,20.67462,44.00832,9.52619,6.13603,7.92667,6.10048,N,5.30013,135-04-1605,70.96831,"25426 Perry Road
Millsside, FL 91658",Kristina Neal,Campbell-Estrada,11/27/1931,F,A-,"586 Cassidy Forks
Douglasshire, MD 25419",Black
6407,married,3.96044,48.4149,1.0,5.17336,5.61902,63.45948,41.91727,5.168,4.59731,7.16855,5.85372,Y,3.46165,135-04-1605,72.15617,"25426 Perry Road
Millsside, FL 91658",Kristina Neal,Campbell-Estrada,11/27/1931,F,A-,"586 Cassidy Forks
Douglasshire, MD 25419",Black
6408,divorced,8.98134,84.78574,1.0,4.88478,5.66287,107.65399,36.51504,5.16745,6.37867,6.26146,6.7155,N,2.23102,720-98-3473,57.57658,"161 Dustin Plaza
East Ryan, CO 75748",Vanessa Smith,"Ferrell, Hill and Henry",03/27/1956,F,B+,"39149 Scott Ford Suite 535
Lake Rebecca, MT 75447",Black
6409,nop,8.02724,76.81949,1.0,3.84397,5.64346,47.3681,44.82301,5.48406,6.97591,6.53552,6.8494,N,2.35051,720-98-3473,66.88476,"161 Dustin Plaza
East Ryan, CO 75748",Vanessa Smith,"Ferrell, Hill and Henry",03/27/1956,F,B+,"39149 Scott Ford Suite 535
Lake Rebecca, MT 75447",Black
6410,married,7.71529,94.67737,0.0,2.92051,4.24603,76.02973,20.69039,4.35247,6.2819,5.65761,3.71229,N,2.93242,720-98-3473,67.91689,"161 Dustin Plaza
East Ryan, CO 75748",Vanessa Smith,"Ferrell, Hill and Henry",03/27/1956,F,B+,"39149 Scott Ford Suite 535
Lake Rebecca, MT 75447",Black
6411,divorced,8.01671,49.39931,1.0,4.64324,4.93776,102.68951,32.76499,7.57966,7.86459,6.60356,4.22651,N,3.01568,424-42-7206,66.9739,"455 Morales Ranch
Port Scott, ND 97743",Jeffrey Allen,Smith-Diaz,10/21/1957,M,O-,"191 Bolton Springs
East Mary, FL 94423",Black
6412,divorced,4.03595,34.72571,1.0,5.44361,5.61654,109.95947,47.9934,7.12968,4.50053,9.72166,6.15355,N,19.80393,424-42-7206,61.95489,"455 Morales Ranch
Port Scott, ND 97743",Jeffrey Allen,Smith-Diaz,10/21/1957,M,O-,"191 Bolton Springs
East Mary, FL 94423",Black
6413,married,5.02348,63.05889,0.0,4.462,6.00953,73.89201,52.33425,4.68839,7.52082,7.01951,4.71392,Y,2.52773,424-42-7206,68.73509,"455 Morales Ranch
Port Scott, ND 97743",Jeffrey Allen,Smith-Diaz,10/21/1957,M,O-,"191 Bolton Springs
East Mary, FL 94423",Black
6414,divorced,4.76644,83.67483,0.0,7.00009,7.1512,47.3783,40.31223,5.34115,5.65,6.22891,6.87521,N,3.12025,277-01-3899,75.97547,"069 Williams Radial Apt. 927
Port Rebecca, NM 63641",Christopher Kelly,"Knight, Padilla and Massey",11/06/1977,M,AB-,"USS Cox
FPO AP 22627",White
6415,single,3.5824,87.28753,1.0,2.17144,6.49577,6.65078,49.91375,6.8604,6.33575,8.56477,7.6796,N,8.0141,277-01-3899,45.90709,"069 Williams Radial Apt. 927
Port Rebecca, NM 63641",Christopher Kelly,"Knight, Padilla and Massey",11/06/1977,M,AB-,"USS Cox
FPO AP 22627",White
6416,divorced,6.63862,89.0561,0.0,3.37073,6.51882,55.71584,37.74979,4.53321,6.43044,5.98026,5.91483,Y,2.2722,277-01-3899,75.78068,"069 Williams Radial Apt. 927
Port Rebecca, NM 63641",Christopher Kelly,"Knight, Padilla and Massey",11/06/1977,M,AB-,"USS Cox
FPO AP 22627",White
6417,widowed,2.33461,80.93948,0.0,6.74144,8.93281,53.57871,46.90719,4.83919,6.20333,6.48241,5.59522,Y,2.64091,062-35-4511,57.52836,"668 Virginia Center Apt. 722
Port Becky, AL 80755",Miranda Camacho,Butler-Charles,04/24/1972,F,O+,"0698 Bryan Mall Apt. 407
South Martin, ND 19281",Black
6418,single,4.38947,86.36106,0.0,4.03985,5.80118,45.63684,62.33236,4.83756,6.53512,4.39509,5.60503,N,2.37545,062-35-4511,75.15686,"668 Virginia Center Apt. 722
Port Becky, AL 80755",Miranda Camacho,Butler-Charles,04/24/1972,F,O+,"0698 Bryan Mall Apt. 407
South Martin, ND 19281",Black
6419,divorced,7.0243,67.80653,1.0,5.02348,7.08208,113.10906,37.69705,9.19713,7.32018,6.81751,6.99263,N,2.5091,062-35-4511,49.67312,"668 Virginia Center Apt. 722
Port Becky, AL 80755",Miranda Camacho,Butler-Charles,04/24/1972,F,O+,"0698 Bryan Mall Apt. 407
South Martin, ND 19281",Black
6420,divorced,8.54707,72.80145,1.0,5.64181,5.68608,52.97227,48.12628,3.15016,5.28459,8.52601,5.28234,Y,8.07915,484-89-3138,78.2654,"247 Amy Wells
Kevinside, OH 20249",Nicole Leblanc,Ramirez PLC,03/29/2015,F,AB+,"091 Davis Glens Suite 623
Angelbury, SC 02054",White
6421,divorced,8.84805,67.63913,1.0,2.58379,5.86689,69.84641,34.3059,5.72049,5.33687,5.40773,4.99887,Y,1.27242,484-89-3138,71.27722,"247 Amy Wells
Kevinside, OH 20249",Nicole Leblanc,Ramirez PLC,03/29/2015,F,AB+,"091 Davis Glens Suite 623
Angelbury, SC 02054",White
6422,divorced,4.73353,73.44612,0.0,3.73904,6.00547,55.14927,64.42841,4.14767,6.98842,3.91521,9.05128,Y,1.74329,484-89-3138,68.57333,"247 Amy Wells
Kevinside, OH 20249",Nicole Leblanc,Ramirez PLC,03/29/2015,F,AB+,"091 Davis Glens Suite 623
Angelbury, SC 02054",White
6423,married,7.02864,78.83485,1.0,4.12638,4.87928,62.24546,68.17667,3.89975,5.73081,9.30612,6.89722,Y,12.40183,877-69-9452,61.95043,"USNV Mcintyre
FPO AP 46213",Timothy Freeman,Cross-Bowers,09/02/1960,M,A-,"20938 Tiffany Fords
Port Craig, MT 77848",White
6424,single,6.29961,68.62215,1.0,5.61223,7.31013,79.05521,77.15615,8.36127,7.30882,7.98634,7.68171,Y,4.61652,877-69-9452,59.65877,"USNV Mcintyre
FPO AP 46213",Timothy Freeman,Cross-Bowers,09/02/1960,M,A-,"20938 Tiffany Fords
Port Craig, MT 77848",White
6425,widowed,4.12195,89.89006,0.0,3.92303,4.26759,67.90562,53.43437,5.57942,6.49239,4.40274,5.91819,N,2.15199,877-69-9452,41.97758,"USNV Mcintyre
FPO AP 46213",Timothy Freeman,Cross-Bowers,09/02/1960,M,A-,"20938 Tiffany Fords
Port Craig, MT 77848",White
6426,married,7.05833,71.39297,1.0,4.51706,6.95607,86.60134,47.30699,4.71698,5.67742,7.24805,5.51969,N,3.34996,877-69-9452,62.55069,"USNV Mcintyre
FPO AP 46213",Timothy Freeman,Cross-Bowers,09/02/1960,M,A-,"20938 Tiffany Fords
Port Craig, MT 77848",White
6427,widowed,4.15907,77.77992,0.0,3.98344,6.12366,55.90235,51.74391,5.01922,5.70629,4.34669,4.99474,N,1.32982,299-66-1373,58.72141,"Unit 4887 Box 7126
DPO AP 54507",Dr. Tina Gonzalez,"Nelson, Morgan and Fox",11/22/1994,F,B+,"373 Justin Shores Suite 220
Lake Tylerburgh, WY 63458",White
